tweet_id,therapy,label
1562132878653362177,adderall,neutral
1548733267238563840,cannabis,neutral
1531689487675318276,cbd,positive
1425213384576978948,alprazolam,neutral
1410798677623545859,oxycontin,positive
1465804229205970952,cannabis,neutral
1465362737224105986,cannabis,neutral
1519937169082793985,cannabis,positive
1550560617592930304,ritalin,negative
1493683150995824647,oxycodone,positive
1496647477952278532,midazolam,positive
1529172978390470659,midazolam,neutral
1483902824287244294,oxycontin,neutral
1527132845034164224,tramadol,neutral
1424788083417833478,cbd,neutral
1521847080263643136,yoga,neutral
1493032387772665856,ritalin,neutral
1509278783706218502,cannabis,positive
1486028274627133444,alprazolam,positive
1494121125340717057,meditation,negative
1506915878620774405,oxycodone,neutral
1475908389993848836,chiropractic,neutral
1508433983176065033,cannabis,neutral
1445883004954546178,adderall,neutral
1524855013985484801,alprazolam,neutral
1513886351942467593,vyvanse,neutral
1518020223240179712,cannabis,neutral
1529536285542699009,adderall,negative
1521597662465822721,acupuncture,positive
1541987088979181568,adderall,neutral
1519009068676956161,cannabis,neutral
1419004046875234307,vyvanse,neutral
1456977273815502849,yoga,positive
1546196017691136000,adderall,neutral
1472514173749841922,adderall,positive
1529846369174794240,cannabis,neutral
1222805603443064832,chiropractic,neutral
1520267737729167361,adderall,negative
1406845022906073092,adderall,neutral
1428479594001313793,oxycontin,neutral
1438863718037835776,adderall,neutral
1493585899795398657,yoga,neutral
1484172867055009793,adderall,neutral
1534202147281285122,acupuncture,neutral
1422066965225558017,adderall,neutral
1538956183343611906,percocet,neutral
1390364361491816451,oxycontin,neutral
1480238040459223042,adderall,neutral
1496000975852777472,alprazolam,neutral
1480359108607942656,adderall,neutral
1490903053922230277,meditation,neutral
1502011139638583301,oxycontin,neutral
1459503644508786692,percocet,neutral
1400812182154133508,adderall,neutral
1447762486699216896,cbd,positive
1530906670477582336,meditation,neutral
1395412252640043010,adderall,neutral
1496940144548450305,yoga,neutral
1480672978216050688,cannabis,neutral
1520503085860278282,vyvanse,neutral
1558495964654145536,adderall,neutral
1445438555740774407,adderall,neutral
1452757277707022343,clonazepam,neutral
1427733527248900105,adderall,neutral
1491933670940155906,alprazolam,neutral
1513363380769333254,adderall,negative
1479210702933876740,adderall,neutral
1433429062622408711,cannabis,neutral
1455303474409771012,adderall,neutral
1437498698364342275,cannabis,neutral
1499478615746088962,alprazolam,neutral
1458243076464414723,adderall,positive
1563333090163826689,adderall,neutral
1443778418919706651,cannabis,neutral
1539394339251421184,yoga,neutral
1547220593136656384,cannabis,positive
1483830645147246603,adderall,neutral
1540734019188297733,adderall,neutral
1537927573086228480,adderall,neutral
1443757428139458561,cannabis,neutral
1562245104139747330,cannabis,neutral
1522701675789795334,cannabis,neutral
1461325284477747208,alprazolam,negative
1534955032541544449,adderall,positive
1436826822356971521,cbd,neutral
1513574729088700425,adderall,neutral
1533590149858095104,adderall,neutral
1437534277755817984,adderall,neutral
1452399142383149058,adderall,positive
1476659897693519873,meditation,neutral
1562822113769459712,yoga,neutral
1428719317936394243,adderall,neutral
1502521975893377025,tai chi,positive
1446684726362787844,percocet,neutral
1493329290372411395,oxycontin,neutral
1423477008567259137,alprazolam,neutral
1444693934924603395,tramadol,neutral
1469674384348565512,adderall,positive
1403790942692204548,adderall,negative
1419752892504977416,adderall,neutral
1544901174230298629,yoga,neutral
1502706293085249540,adderall,neutral
1482982686943854593,adderall,positive
1458165584139636736,cbd,neutral
1470537046041190406,adderall,positive
1555333679056146433,midazolam,neutral
1428237761019105282,cbd,neutral
1445222319358570497,lorazepam,positive
1583603961889595394,cbd,positive
1518277881453072385,oxycontin,neutral
1530556360231833600,ritalin,neutral
1516091524848795652,cannabis,positive
1433192321638666242,tramadol,neutral
1548310067283259396,oxycodone,neutral
1546205507655835648,tramadol,positive
1498633326155874305,adderall,neutral
1529426343976325122,adderall,neutral
1451573437110046721,adderall,positive
1472438667595505664,adderall,negative
1470818180297809928,adderall,neutral
1549562857305817090,adderall,neutral
1515142033135980546,midazolam,neutral
1525133011401986049,cannabis,neutral
1480687471046410243,midazolam,neutral
1488961859831140355,percocet,neutral
1524145194882543618,yoga,neutral
1443952537279864833,oxycontin,neutral
1559280308012388360,vyvanse,negative
1455924292458360832,vyvanse,negative
1528458209043914762,cbd,positive
1528357880604381184,tai chi,positive
1460610610002026508,adderall,neutral
1439686064273338368,oxycodone,negative
1411883227405500422,cbd,negative
1553399450676117511,adderall,neutral
1501292476409147395,adderall,negative
1407811297807323136,percocet,neutral
1499070287203164164,percocet,neutral
1554847229000798209,vyvanse,neutral
1563663080038490122,vyvanse,neutral
1504582832450158598,yoga,negative
1395197101785550851,adderall,neutral
1529439269642817536,adderall,neutral
1504852771933204480,hydrocodone,neutral
1496971446161223690,adderall,neutral
1443951415047696384,adderall,neutral
1511096594447286273,alprazolam,positive
1443001512884674562,adderall,neutral
1485314272532045829,oxycodone,neutral
1419765803713536007,vyvanse,neutral
1391723649594445825,adderall,neutral
1499152637962469376,aquatic,neutral
1500987014790868993,adderall,neutral
1519685379842097153,oxycodone,neutral
1478764543195164672,midazolam,neutral
1550935128158912514,adderall,neutral
1546222277930487809,tramadol,positive
1399955341022949378,adderall,neutral
1541078714158571521,cbd,neutral
1424516861375483909,hypnosis,neutral
1526148087521091585,aquatic,neutral
1476761692851818501,adderall,neutral
1537183590273916935,cannabis,positive
1550475582491660288,massage,neutral
1481086291341152258,cannabis,positive
1534596414197706755,adderall,positive
1491548424977752070,cbd,neutral
1431273530302337025,percocet,neutral
1562564150881947648,ritalin,neutral
1498396365948399620,hydrocodone,neutral
1504187571659685889,adderall,neutral
1557815676261355522,adderall,neutral
1453793648538095616,adderall,neutral
1498714365779980293,adderall,negative
1525646146512867328,massage,neutral
1530533494647971840,alprazolam,negative
1416293849325056002,percocet,neutral
1537272969524920324,tramadol,positive
1440502700592951297,adderall,neutral
1563491036676075522,adderall,neutral
1485270947691118598,meditation,positive
1518349020787261441,alprazolam,neutral
1576910444698439680,tramadol,negative
1524736403174993921,oxycodone,neutral
1560039078774521857,adderall,neutral
1512141029327179781,ritalin,neutral
1542111310816722946,percocet,neutral
1499251308741627909,lorazepam,neutral
1480548988919369734,tramadol,neutral
1414038950465789953,cannabis,neutral
1516492120952950789,vyvanse,neutral
1532328725366317058,cannabis,neutral
1447266713779703809,adderall,neutral
1462695888539770880,adderall,neutral
1418651981556588550,adderall,positive
1424030511689867270,adderall,neutral
1492390867167895554,adderall,negative
1482518858586075138,lorazepam,neutral
1556363928812355586,adderall,neutral
1422837614890168321,oxycontin,neutral
1411599644086390785,alprazolam,neutral
1510988390229069830,hypnosis,neutral
1471186375882031111,adderall,neutral
1556833856304603139,adderall,positive
1499165496951943177,adderall,neutral
1249423208882847746,meditation,positive
1440387739875045380,cannabis,neutral
1514642635943731205,yoga,neutral
1400103779035488257,adderall,negative
1464054519575293952,adderall,positive
1550935503804870656,adderall,neutral
1475309504157859848,adderall,neutral
1564413709463695360,cannabis,positive
1445125746452668416,adderall,neutral
1419032736837287946,adderall,neutral
1410998687237558277,cannabis,neutral
1511871822379294723,adderall,neutral
1353772624174751744,yoga,neutral
1501401557899825152,adderall,positive
1535133785234280448,cbd,positive
1496893009698467841,adderall,negative
1539311976957874176,adderall,positive
1527822814450958336,cbd,positive
1535089368565616646,hydrocodone,positive
1420102368687968262,adderall,neutral
1539998218443972610,adderall,neutral
1483543850803105792,adderall,neutral
1505954017146556427,adderall,positive
1417629111879573507,percocet,neutral
1425602836340039686,adderall,neutral
1584015677995655169,massage,neutral
1400166521972965382,oxycodone,neutral
1549412048584511488,cannabis,neutral
1473384575611162630,vyvanse,positive
1425282776064950280,adderall,neutral
1420546821181431813,alprazolam,positive
1495216850007113731,alprazolam,positive
1544401485278203905,alprazolam,neutral
1476989479651008524,adderall,neutral
1451675604303101954,vyvanse,positive
1490541275992440833,adderall,neutral
1534182959590383617,meditation,positive
1545000836748697600,cbd,neutral
1549188013934055424,alprazolam,neutral
1451062955726950401,cannabis,positive
1505619482579857410,adderall,neutral
1476667667784339467,hydrocodone,negative
1556070291268329480,adderall,neutral
1446627943246094338,adderall,negative
1523369662591172609,cbd,positive
1516849293721849856,percocet,neutral
1523445509553229824,percocet,neutral
1483494702061998082,yoga,neutral
1431940851056267268,alprazolam,positive
1485676862281973764,adderall,neutral
1396426057343897605,alprazolam,neutral
1405356235373920258,adderall,neutral
1449916874448330754,cbd,neutral
1548059749567975426,ritalin,neutral
1560658259425431555,tramadol,neutral
1516234259740123136,alprazolam,neutral
1578837464198045696,cannabis,positive
1520838159956803584,adderall,neutral
1557515153582833681,adderall,neutral
1408240297633517568,tramadol,negative
1512144257255034897,adderall,positive
1419110415896748033,alprazolam,neutral
1566836287423672322,cannabis,neutral
1391115415779151876,meditation,neutral
1561761695025987585,adderall,positive
1528501424593567745,cbd,negative
1389068697491345409,adderall,neutral
1537194427051032577,massage,neutral
1567949903590203393,hydrocodone,neutral
1400776279213936640,adderall,positive
1533834447606398977,adderall,positive
1562441633647689729,adderall,neutral
1405280215325057031,adderall,neutral
1536448993621815297,adderall,neutral
1463224295774208005,alprazolam,neutral
1413132350909599751,tramadol,negative
1409574692172840963,adderall,negative
1502001648146784260,oxycodone,neutral
1572752804267151360,cannabis,neutral
1536773275384168449,adderall,negative
1575571665723203586,yoga,positive
1543629274963333121,adderall,neutral
1548460297739898882,cannabis,neutral
1586748899057750016,cbd,neutral
1573115116622647298,cannabis,positive
1519109406436347905,hypnosis,positive
1412769961521696772,adderall,neutral
1525290932429520902,aquatic,neutral
1449714270271262721,adderall,neutral
1495595531162329091,adderall,neutral
1545716957755867136,cbd,positive
1541770414568906752,adderall,neutral
1441178548056690690,adderall,neutral
1417470306390888457,tramadol,neutral
1545745517220708360,cannabis,neutral
1552735335783735296,adderall,positive
1470512701013217283,tramadol,neutral
1503786540731830272,chiropractic,positive
1401885904604647424,adderall,neutral
1517172486328225800,adderall,negative
1445415665993719816,adderall,neutral
1500109802684440579,adderall,neutral
1522584371500355585,adderall,neutral
1561118349437927426,percocet,neutral
1434720088628793345,adderall,negative
1469678477070716932,adderall,neutral
1551082258471198723,alprazolam,neutral
1546456900799266817,cbd,positive
1494337434087165961,adderall,neutral
1392868122147840003,lorazepam,positive
1563365373683982342,adderall,neutral
1563151494165123073,cbd,neutral
1556268913490399232,adderall,neutral
1509680061607198725,percocet,neutral
1524591541620248577,alprazolam,negative
1471159844442943496,adderall,positive
1542173753194385409,adderall,positive
1516843218335408128,adderall,neutral
1459663251986386946,diazepam,neutral
1441091871934083081,adderall,neutral
1564441756006895618,adderall,positive
1478742739458174978,adderall,neutral
1549790260288159744,adderall,neutral
1560634071981645824,ritalin,neutral
1487921160914448385,adderall,neutral
1486522483247222784,oxycontin,neutral
1526881874538385408,percocet,neutral
1539865515522289664,lorazepam,neutral
1518860160156016641,percocet,positive
1433777024095735818,percocet,neutral
1526238412101062656,chiropractic,neutral
1555974058885406721,adderall,neutral
1394241586683252736,alprazolam,neutral
1511834715044597760,adderall,neutral
1421365245566767107,alprazolam,positive
1548337282536509444,adderall,neutral
1527771069544910856,oxycodone,negative
1461410406652645380,clonazepam,positive
1467404478366334978,tramadol,neutral
1537104974160748545,adderall,neutral
1433509137476997124,alprazolam,positive
1489385028048109568,adderall,neutral
1443925774881464341,adderall,neutral
1421756995686727680,alprazolam,neutral
1500129699086979078,tramadol,neutral
1468259736705540101,adderall,neutral
1471652353388519426,vyvanse,negative
1458114444634951680,alprazolam,neutral
1409251928412983298,adderall,negative
1506641603905134598,massage,neutral
1563291980557234178,cannabis,neutral
1511758510090067974,cannabis,negative
1522593652224184323,adderall,neutral
1483883076362981376,adderall,neutral
1400643524014620672,etizolam,neutral
1426412134108254213,oxycontin,neutral
1417913190684532737,vyvanse,neutral
1393536875420389379,adderall,neutral
1520203635090669571,oxycontin,neutral
1539120959248027649,acupuncture,neutral
1511821488457977861,adderall,neutral
1537824970801152000,cannabis,neutral
1452819897327755279,adderall,neutral
1525649806626017282,adderall,neutral
1435763324214341635,alprazolam,neutral
1436751624119128069,adderall,positive
1517329261660680192,adderall,positive
1421560656189296642,meditation,neutral
1406363428625780741,adderall,positive
1481481373516980233,adderall,negative
1489623387735535616,adderall,negative
1452947971528593408,adderall,neutral
1574008571993399297,cannabis,neutral
1412820202748891136,adderall,positive
1415644189937766405,ritalin,neutral
1477705798373548035,adderall,neutral
1499921950138720256,ritalin,neutral
1468590607660634116,adderall,neutral
1395766312937340939,adderall,positive
1480043364137455616,alprazolam,neutral
1554319963422199808,cbd,negative
1520680496484831233,adderall,neutral
1404127840040370187,adderall,neutral
1423607502676107266,tramadol,neutral
1477487754242052096,adderall,positive
1418237822813810690,vyvanse,positive
1471384519559106560,adderall,negative
1563289943669354497,ritalin,neutral
1573424865113243648,tramadol,neutral
1558497335541366785,cannabis,positive
1441055329391943680,adderall,neutral
1427896421286547464,adderall,negative
1528208401083551744,cannabis,neutral
1579164237628592128,cannabis,neutral
1438920110048165893,alprazolam,neutral
1556304509361479680,tramadol,negative
1457897287040987142,cannabis,positive
1437427299364884492,meditation,neutral
1509904397345693700,cannabis,positive
1584294642312704000,cannabis,positive
1542515088833146885,alprazolam,neutral
1522936338022289408,meditation,neutral
1410869792446337029,oxycodone,neutral
1403649457095204867,adderall,neutral
1464858124645552136,ritalin,neutral
1437132848532795396,cannabis,neutral
1548155191760789505,yoga,neutral
1402715285367398405,cannabis,positive
1548545132756180992,percocet,neutral
1401403707028344836,vyvanse,positive
1499046699666329603,ritalin,neutral
1451688279808659456,tramadol,neutral
1405305292628410368,adderall,neutral
1537187953864105984,acupuncture,positive
1507057701821554689,oxycontin,neutral
1537190491456159744,acupuncture,positive
1548977319599022080,alprazolam,negative
1541141759283154947,cbd,positive
1534126960829468673,massage,neutral
1560330387334860801,ritalin,neutral
1508460085336494085,adderall,neutral
1529304435016536064,massage,neutral
1415596905279725570,adderall,neutral
1523547788662898688,yoga,neutral
1499585738656165888,adderall,negative
1396183402106159106,adderall,negative
1537913171649826816,alprazolam,neutral
1550761862962216960,cannabis,neutral
1411850434294300673,alprazolam,positive
1532789386311614465,acupuncture,positive
1442906782939029506,midazolam,neutral
1433671608535683076,adderall,neutral
1442980950837661703,adderall,neutral
1531014530691653632,cannabis,positive
1548823454740369408,adderall,neutral
1516639828028186624,cannabis,neutral
1557190990217216000,percocet,neutral
1512330333915688962,adderall,neutral
1442831975451185153,tramadol,positive
1507874183610572813,cannabis,neutral
1513348519632916480,adderall,neutral
1460234545614123010,adderall,neutral
1436429850579984386,adderall,neutral
1530376100072804353,adderall,negative
1551213120441425921,cbd,positive
1474371121160069123,percocet,negative
1496572586792214528,adderall,positive
1442496714628345856,oxycontin,negative
1396150852939833353,adderall,neutral
1430272879472504835,adderall,positive
1536699267691253760,cbd,neutral
1552961007315722240,yoga,neutral
1586865745023082497,yoga,neutral
1528067006691520519,yoga,neutral
1555590021947592705,cannabis,positive
1565369349514428416,cannabis,neutral
1425926699871621121,ritalin,negative
1420176616894894084,adderall,neutral
1400161233614131203,adderall,neutral
1563563679966056449,tramadol,negative
1427079981008556033,adderall,neutral
1397618028334878720,adderall,neutral
1538408748577857537,cannabis,positive
1429551680291549186,adderall,neutral
1519719985576390661,adderall,negative
1461450753302618117,alprazolam,neutral
1425015515265880078,adderall,neutral
1498903693046988801,lorazepam,positive
1519444904358916097,cannabis,neutral
1531714665868406786,adderall,neutral
1530964104063684609,adderall,neutral
1501683126145150979,massage,neutral
1434160833412702210,cannabis,neutral
1499380818145386500,adderall,neutral
1511409946247798792,ritalin,negative
1510607866444619780,oxycontin,negative
1528046299928375296,oxycodone,neutral
1559733968911597568,adderall,negative
1482428951838482439,adderall,neutral
1511466040118681612,adderall,neutral
1435705517838536704,percocet,neutral
1464722560881344513,cannabis,positive
1554874237717979137,ritalin,neutral
1535919175448727553,adderall,neutral
1532364505191268353,yoga,positive
1548100206427656197,adderall,negative
1478560727744929792,oxycodone,neutral
1529052266262474752,adderall,neutral
1579169812210913282,cannabis,neutral
1517910092653465600,temazepam,neutral
1561388409951862786,yoga,neutral
1509926715245608968,hydrocodone,negative
1523002100388892672,percocet,neutral
1401585302414761984,cbd,neutral
1493742435633033218,alprazolam,neutral
1443240021604147204,alprazolam,positive
1507853858286055428,meditation,neutral
1455157049243934720,adderall,positive
1486113985518878723,adderall,neutral
1427313771555573760,adderall,neutral
1550480334642372610,adderall,negative
1473769545852719118,alprazolam,neutral
1480157796423323651,hypnosis,neutral
1538744719194263552,cannabis,positive
1510743048891908098,adderall,negative
1417700677795684353,adderall,neutral
1430708333103570947,adderall,neutral
1542888929749254146,adderall,negative
1429960268658925568,oxycontin,neutral
1487357256295333888,yoga,neutral
1502456216525709314,adderall,neutral
1472650371785007113,cannabis,neutral
1476604905645350922,adderall,neutral
1525357342476337153,cannabis,positive
1517522422114795521,adderall,neutral
1501500552190042115,cannabis,neutral
1560179626730631168,cbd,neutral
1444844084443729923,acupuncture,positive
1426274945974349826,alprazolam,neutral
1484507095194079233,adderall,negative
1548705817775558657,adderall,neutral
1517690249593245696,adderall,neutral
1488551373637574658,chiropractic,neutral
1520228419816013826,vyvanse,positive
1557860295380541440,oxycodone,neutral
1441730153529233415,oxycodone,neutral
1510641021373370369,adderall,neutral
1411634929528709120,ritalin,neutral
1394484448218001426,percocet,neutral
1521464935598931968,adderall,neutral
1470816858161004545,adderall,neutral
1545407218706780162,adderall,neutral
1418952271090565123,cannabis,neutral
1486461294530412545,midazolam,positive
1540259380809039873,alprazolam,neutral
1474127812885991425,adderall,neutral
1421640706582532101,hydrocodone,neutral
1527458625161027584,cbd,positive
1546947610291978242,adderall,positive
1527561242420072448,massage,positive
1390149512879083521,adderall,neutral
1462936895818801153,oxycodone,neutral
1480627396445364234,adderall,neutral
1388465907782062081,adderall,neutral
1441940154063601665,adderall,positive
1544425521932648448,yoga,neutral
1489659617592455178,adderall,neutral
1551788183943200769,alprazolam,neutral
1530338452721569792,cannabis,negative
1483125008645775360,oxycodone,neutral
1553917742218022912,adderall,negative
1410067174400561157,etizolam,neutral
1483226478468907011,adderall,neutral
1534210764935790592,meditation,positive
1507190145962946562,adderall,neutral
1553525266823098369,cannabis,neutral
1453451744592158729,alprazolam,neutral
1492745549870731266,adderall,neutral
1560599133844561921,cannabis,neutral
1445102840058368001,ritalin,neutral
1496688041880137730,adderall,positive
1393796298625724420,adderall,neutral
1505586237813321731,adderall,neutral
1516967140061970432,cannabis,neutral
1492940803643256839,alprazolam,neutral
1496151311691259905,adderall,neutral
1413666557843099654,tramadol,negative
1526976294679764992,percocet,negative
1395047360804401165,adderall,positive
1405642786251104256,adderall,neutral
1561318112078827520,oxycodone,neutral
1536437202305032194,adderall,neutral
1521117502004154368,adderall,neutral
1557867888912080898,alprazolam,neutral
1544377522242068480,ritalin,neutral
1392550291451662349,adderall,positive
1427862302351454209,cbd,neutral
1448401310957592579,yoga,positive
1450922103843270662,adderall,positive
1565083964049707010,adderall,neutral
1526239717708206083,chiropractic,neutral
1478017330521067525,adderall,negative
1401226833899659268,alprazolam,negative
1433132987063865347,percocet,neutral
1454169150134362113,adderall,neutral
1558206127548108800,adderall,negative
1424075928079065088,adderall,neutral
1459675756464799745,ritalin,neutral
1485661493517557761,adderall,negative
1403498738945953798,adderall,neutral
1475991099655135234,meditation,neutral
1430224734436970498,cannabis,positive
1395126822820466691,adderall,neutral
1409452676740358145,adderall,negative
1520883106202411016,cannabis,neutral
1559885018922717185,massage,positive
1525962702081908747,alprazolam,positive
1457915643324416002,cbd,negative
1469908350943039491,adderall,neutral
1473338593451991044,tramadol,neutral
1402702702535233547,diazepam,neutral
1494011964644892672,adderall,neutral
1396389591708438530,oxycodone,negative
1402749064236748804,adderall,neutral
1540086765519884288,alprazolam,neutral
1532584903371821056,tramadol,negative
1397751781590028288,cbd,positive
1427164844147412993,temazepam,neutral
1451388833162047515,adderall,neutral
1556861615491862528,adderall,negative
1460032386763132928,ritalin,neutral
1422366194456223747,cbd,positive
1390087289615826944,percocet,neutral
1417425112433938464,cannabis,neutral
1548504889415704578,lorazepam,positive
1448671880928448520,alprazolam,neutral
1544765683225006080,cbd,positive
1496344427614425091,adderall,neutral
1533006370014113792,oxycontin,neutral
1459097215260106755,oxycodone,neutral
1439489186906755072,oxycontin,neutral
1473111741366165509,cbd,neutral
1579629713873829889,massage,positive
1546605673160458240,adderall,neutral
1518378545034235904,cannabis,neutral
1520458778172289024,clonazepam,neutral
1455196459943579652,adderall,neutral
1483164144299921417,adderall,neutral
1447081103542476801,massage,neutral
1558490903802789888,cannabis,neutral
1402128549566242821,adderall,neutral
1560807368245624832,alprazolam,neutral
1427952809572552706,oxycodone,negative
1500500322363576325,adderall,neutral
1445619468210610183,alprazolam,negative
1552403410753830912,percocet,neutral
1584598667742576640,acupuncture,positive
1391464908848517126,percocet,neutral
1537406174450049024,yoga,positive
1538589976086073344,cbd,positive
1474049236660416522,adderall,neutral
1522646326814650369,clonazepam,neutral
1533531640537960451,cbd,positive
1439024626164768771,adderall,neutral
1543668499532304384,cannabis,neutral
1414259153292468229,vyvanse,negative
1527737216646238208,aquatic,neutral
1428118809249042434,oxycontin,neutral
1474671636188053506,cannabis,neutral
1429197285129216008,adderall,neutral
1549466725254516737,adderall,negative
1406003442238230531,hydrocodone,neutral
1417953659166539776,adderall,neutral
1424223940453490689,lorazepam,neutral
1502762435161247750,adderall,neutral
1402683714358874113,meditation,neutral
1546722085912907778,adderall,negative
1452121892597506049,adderall,neutral
1479924419430690819,adderall,negative
1573587463192604672,cannabis,positive
1461127785229991944,tramadol,neutral
1398529562129043459,adderall,neutral
1550492512435032071,cbd,positive
1393586192625528832,alprazolam,neutral
1435338567111303173,ritalin,neutral
1489132098724237316,adderall,neutral
1433623566260580353,alprazolam,positive
1516870269725519872,oxycontin,neutral
1483462006724247557,adderall,neutral
1547356505418084352,adderall,neutral
1421841062176468995,etizolam,neutral
1571535834058309632,meditation,neutral
1450225256791150599,adderall,neutral
1517053719099105281,lorazepam,neutral
1463915245819383817,adderall,positive
1549972025451679744,adderall,neutral
1519122919800025089,cannabis,neutral
1525650630513246210,adderall,neutral
1471260875105484800,cbd,positive
1455218673522647042,hydrocodone,neutral
1547733552812281857,adderall,negative
1529139161155964929,tramadol,negative
1465747683067400192,adderall,negative
1401199629727932417,vyvanse,negative
1467129944400703494,hydrocodone,neutral
1409642133913362437,alprazolam,neutral
1536875257331650562,adderall,neutral
1543090518300577792,cannabis,positive
1413140038330720276,adderall,neutral
1430280756761448457,oxycontin,neutral
1476585853195595778,adderall,neutral
1574408541934604288,cbd,positive
1525459804386304000,cbd,negative
1415503939492098048,adderall,neutral
1422280446658940937,cannabis,positive
1473457268536397827,lorazepam,neutral
1501985280072601607,adderall,neutral
1524408926292234240,cannabis,neutral
1395531498732888066,cannabis,negative
1501625760158732289,cannabis,neutral
1562063961440280577,adderall,neutral
1529004035478388736,cannabis,neutral
1534438287812702208,alprazolam,neutral
1484541332840460290,adderall,positive
1529204827414306816,oxycodone,neutral
1420907423410257922,cbd,positive
1486006854266556416,alprazolam,neutral
1514959013766651914,cannabis,neutral
1421215566786875392,ritalin,neutral
1437871869680623616,adderall,negative
1402157518458085376,yoga,neutral
1488214796642271234,vyvanse,positive
1547395590455279617,adderall,neutral
1494902430038822915,alprazolam,neutral
1500243429871296529,adderall,negative
1582000985853284354,cbd,positive
1510639832946647041,hydrocodone,neutral
1534420792527790081,lorazepam,neutral
1459171388070236182,hydrocodone,neutral
1496128495327621125,adderall,neutral
1472362715234676737,adderall,neutral
1489291584990494725,alprazolam,neutral
1561142717668810752,cbd,positive
1495175164270686213,adderall,neutral
1545165706215448577,cannabis,neutral
1554974058957209600,adderall,neutral
1494042819325050880,cbd,neutral
1551995485719695360,adderall,neutral
1506916584308494336,chiropractic,neutral
1450954702695305216,yoga,neutral
1392538390743113728,adderall,negative
1557546616244035585,adderall,negative
1404549270255161354,cannabis,negative
1578863159531954176,massage,neutral
1525308975599714304,oxycodone,neutral
1499970876074307585,bromazepam,neutral
1407371062870831113,hydrocodone,positive
1465167859118657538,adderall,neutral
1474989533393420288,adderall,neutral
1399522509943238656,percocet,neutral
1420660201120620550,adderall,neutral
1578225779141402625,cannabis,positive
1402674983462125589,cannabis,neutral
1512345340770500615,cannabis,neutral
1438941615670837253,meditation,negative
1459978048665636870,hydrocodone,negative
1394033399380144128,adderall,neutral
1566917950099308544,hydrocodone,negative
1496118652671873029,tramadol,negative
1526547943356080130,percocet,neutral
1520235154802810881,adderall,neutral
1420775549614624769,alprazolam,neutral
1568311059462881284,acupuncture,neutral
1427902732728471560,cannabis,neutral
1565036621832916992,oxycontin,neutral
1560866473219739648,hydrocodone,negative
1446157280030908417,adderall,neutral
1498454695261913088,adderall,neutral
1536635359219556352,adderall,neutral
1471953559784771584,adderall,neutral
1469589351076012035,vyvanse,neutral
1427416087013085201,adderall,neutral
1403406774020063238,adderall,neutral
1548657788334776320,meditation,positive
1419091966965526532,adderall,negative
1504246315395526656,adderall,negative
1467439390339305475,tramadol,negative
1443655123989762058,adderall,neutral
1499889864195596297,meditation,positive
1446724456873857028,adderall,neutral
1510660959714611200,oxycontin,neutral
1524104134647062531,hydrocodone,neutral
1467689814824787974,adderall,neutral
1449064742312685571,adderall,neutral
1408154339445673985,adderall,neutral
1404509462145142795,cbd,neutral
1392909436570804225,adderall,neutral
1421522475968512001,diazepam,neutral
1430946217383526404,yoga,neutral
1503097988280848386,adderall,neutral
1546127707896946688,massage,neutral
